timestamp,station_id,station_name,lat,lon,pm10,pm25,so2,no2,co,o3,wind_speed,wind_dir
2026-02-22 05:00:00,1f4e258c-2212-46b0-a3db-f97182b57737,İzmir - Karabağlar,38.384056105790336,27.106633183724778,15.54,,5.13,,529.68,41.83,4.4,171
2026-02-22 05:00:00,f85eedd5-224b-45e9-88fd-757fe4c0a72e,İzmir - Karaburun,38.58492,26.56373,8.88,,,4.23,,63.89,4.4,279
2026-02-22 05:00:00,062c071b-d2cf-4315-a6bc-e7a81b99b9a2,İzmir - Karşıyaka,38.46074916731462,27.114558229177113,52.55,,,128.26,282.21,,3.3,96
2026-02-22 05:00:00,1eb466d5-8d74-495e-8b22-637febcdc5c2,İzmir - Karşıyaka İBB,38.454167,27.109722,13.11,,11.32,,,,3.3,96
2026-02-22 05:00:00,862bd2b3-3434-4a69-8b7a-1b9dccdec63c,İzmir - Konak,38.42389255025236,27.140729790282446,,33.84,,69.6,513.36,,1.8,127
2026-02-22 05:00:00,785688ab-6414-43cd-9b25-1491e0c49ec7,İzmir - Menemen,38.6102364226783,27.0776208058745,43.73,,3.93,21.64,670.76,5.78,1.5,104
2026-02-22 05:00:00,85142ffb-5e36-4ac9-a023-59e20533546a,İzmir - Ödemiş,38.22593958004211,27.97084577611242,32.45,,11.53,,979.85,13.59,2.6,74
2026-02-22 05:00:00,4f00873d-af5c-49bf-97ea-b495a29e4271,İzmir - Şirinyer İBB,38.3825,27.148333,11.0,,5.63,,,,4.4,171
2026-02-22 05:00:00,7fb1186a-c269-4b5a-898f-8215d6903920,İzmir - Torbalı,38.14546137637555,27.362751197915003,14.99,,11.21,8.26,975.65,66.52,3.7,169
2026-02-22 05:00:00,488a7170-05ff-4366-ba4b-a86d27d262e3,İzmir - Yenifoça,38.744728228074536,26.83168527962759,44.0,,,11.24,,45.94,0.7,180
2026-02-22 05:00:00,293b13f9-1e05-458d-ab2c-b4eb48a6ffa0,İzmir Güzelbahçe İBB,38.373452571866125,26.889141274770616,,,1.77,7.28,1903.83,,4.7,184
2026-02-22 05:00:00,0a52d5f6-eb80-42ea-99d0-7233f7773538,İzmir-Kemalpaşa,38.43075914219804,27.41269212008114,8.46,,31.2,82.42,2477.87,19.92,5.3,242
